sifra,naslov,avtor,cena_v_evrih,stevilo_strani,dimenzije,leto_izdaje,prevajalec,vezava,zalozba
004019,Poljub za piko na i (trda vezava),Susan Mallery,32.9,312,130 x 195 x 28 mm,2017,0,trda,"Učila International, d.o.o."
004123,Skrivnosti srečnega življenja (trda vezava),Susan Meissner,34.9,400,130 x 195 x 32 mm,2017,0,trda,"Učila International, d.o.o."
013461,Skrivnosti srečnega življenja (Žepna knjiga),Susan Meissner,12.9,400,125 x 190 x 28 mm,2017,0,mehka,"Učila International, d.o.o."
004157,Nora na karo (trda vezava),Karen Hawkins,32.9,320,130 x 195 x 27 mm,2017,0,trda,"Učila International, d.o.o."
004031,Vohunka (trda vezava),Paulo Coelho,26.9,188,0,2016,0,trda,"Učila International, d.o.o."
011606,Michael Robotham - komplet Žepnih knjig,Michael Robotham,24.9,0,125 x 190 x 98 mm,2016,0,broširana,"Učila International, d.o.o."
013436,Lovec (Žepna knjiga),Kerrigan Byrne,12.9,414,125 x 190 x 30 mm,2016,0,mehka,"Učila International, d.o.o."
013428,Vsega je kriva gospodična Bridgerton (Žepna knjiga),Julia Quinn,10.9,316,125 x 190 x 23 mm,2016,0,mehka,"Učila International, d.o.o."
013429,Poletje zvezdnih utrinkov (Žepna knjiga),Mary Simses,12.9,356,125 x 190 x 26 mm,2016,0,mehka,"Učila International, d.o.o."
013416,Vohunka (Žepna knjiga),Paulo Coelho,12.9,188,125 x 190 x 14 mm,2016,0,broširana,"Učila International, d.o.o."
013424,Archerjev glas (Žepna knjiga),Mia Sheridan,3.99,368,125 x 190 x 26 mm,2016,0,broširana,"Učila International, d.o.o."
004055,Ženska v kabini &scaron;tevilka 10 (trda vezava),Ruth Ware,14.99,368,130 x 195 x 30 mm,2016,0,trda,"Učila International, d.o.o."
004053,Poletje zvezdnih utrinkov (trda vezava),Mary Simses,34.9,356,130 x 195 x 31 mm,2016,0,trda,"Učila International, d.o.o."
013423,Ko sem zaprla oči (Žepna knjiga),Linda Green,3.99,312,125 x 190 x 24 mm,2016,0,broširana,"Učila International, d.o.o."
011605,Nicolas Barreau - komplet Žepnih knjig,Nicolas Barreau,19.99,0,125 x 190 x 69,2016,0,broširana,"Učila International, d.o.o."
003784,Pogre&scaron;an (trda vezava),Krefeld Michael Katz,34.9,0,0,2016,Mugerli Lavrenčič Maru&scaron;a,trda,"Učila International, d.o.o."
004074,Ko sem zaprla oči (trda vezava),Linda Green,14.99,312,132 x 195 x 27 mm,2016,0,trda,"Učila International, d.o.o."
011602,Kristin Harmel in Kristin Hannah - komplet Žepnih knjig ,Kristin Harmel in Kristin Hannah,12.99,0,125 x 190 x 95 mm,2016,0,broširana,"Učila International, d.o.o."
013425,Čakam te (Žepna knjiga),Jennifer L. Armentrout,12.9,380,125 x 190 x 27 mm,2016,0,broširana,"Učila International, d.o.o."
013420,Graysonova obljuba (Žepna knjiga),Mia Sheridan,12.9,358,125 x 190 x 27 mm,2016,0,broširana,"Učila International, d.o.o."
004098,Vsega je kriva gospodična Bridgerton (trda vezava),Julia Quinn,34.9,316,130 x 195 x 26 mm,2016,0,trda,"Učila International, d.o.o."
013427,Stapljam se s tabo (Žepna knjiga),Jasinda Wilder,10.9,280,125 x 190 x 21 mm,2016,0,broširana,"Učila International, d.o.o."
011601,Jean-Luc Bannalec - komplet Žepnih knjig ,Jean-Luc Bannalec,19.99,0,125 x 190 x 67 mm,2016,0,0,"Učila International, d.o.o."
004060,Kylandovo darilo (trda vezava),Mia Sheridan,29.9,0,0,2016,Mojca Svetičič,trda,"Učila International, d.o.o."
004024,Nepopolno (trda vezava),Madeline Sheehan,32.9,328,0,2016,0,trda,"Učila International, d.o.o."
013426,Poljubi so najbolj&scaron;e zdravilo (Žepna knjiga),Susan Mallery,10.9,320,125 x 190 x 23 mm,2016,0,broširana,"Učila International, d.o.o."
004061,Lovec (trda vezava),Kerrigan Byrne,34.9,0,0,2016,0,trda,"Učila International, d.o.o."
013422,Kralji burbona (Žepna knjiga),J. R. Ward,14.9,476,125 x 190 x 34 mm,2016,0,broširana,"Učila International, d.o.o."
004086,Zlom (trda vezava),Michael Robotham,36.9,480,130 x 195 x 38 mm,2016,0,trda,"Učila International, d.o.o."
003936,Bojevnik in trmoglavka (trda vezava),Lynsay Sands,12.99,316,0,2016,0,trda,"Učila International, d.o.o."
013434,Kylandovo darilo (Žepna knjiga),Mia Sheridan,10.9,282,125 x 190 x 21 mm,2016,0,mehka,"Učila International, d.o.o."
003961,Temne sile Britanije (trda veza),Simon Scarrow,14.99,406,130 x 195 x 35 mm,2016,0,trda,"Učila International, d.o.o."
004034,Prah in pepel (trda vezava),M. J. Arlidge,34.9,406,130 x 195 x 34 mm,2016,0,trda,"Učila International, d.o.o."
013432,Na smrt preprosto (Žepna knjiga),Peter James,12.9,400,125 x 190 x 28 mm,2016,0,mehka,"Učila International, d.o.o."
004018,Poljubi so najbolj&scaron;e zdravilo (trda vezava),Susan Mallery,32.9,320,130 x 195 x 27 mm,2016,0,trda,"Učila International, d.o.o."
004096,Čas je morilec (trda vezava),Michel Bussi,36.9,480,130 x 195 x 38 mm,2016,0,trda,"Učila International, d.o.o."
013419,Profesionalec (Žepna knjiga),Kresley Cole,12.9,390,125 x 190 x 30 mm,2016,0,broširana,"Učila International, d.o.o."
004083,Zaljubljeni malopridnež (trda vezava),Sabrina Jeffries,32.9,334,130 x 195 x 28 mm,2016,0,trda,"Učila International, d.o.o."
011607,Karen Hawkins - komplet Žepnih knjig,Karen Hawkins,12.99,0,125 x 190 x 71 mm,2016,0,broširana,"Učila International, d.o.o."
013438,Vražji vojvoda (Žepna knjiga),Madeline Hunter,10.9,314,125 x 190 x 23 mm,2016,0,mehka,"Učila International, d.o.o."
003999,Vražji vojvoda (trda vezava),Madeline Hunter,32.9,314,0,2016,Petra Brecelj,trda,"Učila International, d.o.o."
013435,Pogre&scaron;an (Žepna knjiga),Krefeld Michael Katz,12.9,408,125 x 190 x 30 mm,2016,0,mehka,"Učila International, d.o.o."
013415,Prah in pepel (Žepna knjiga),M. J. Arlidge,12.9,406,125 x 190 x 30 mm,2016,0,broširana,"Učila International, d.o.o."
013437,Nepopolno (Žepna knjiga),Madeline Sheehan,10.9,328,125 x 190 x 23 mm,2016,0,mehka,"Učila International, d.o.o."
013410,Temne sile Britanije (Žepna knjiga),Simon Scarrow,3.99,406,125 x 190 x 31 mm,2016,0,broširana,"Učila International, d.o.o."
013417,Bojevnik in trmoglavka (Žepna knjiga),Lynsay Sands,10.9,316,125 x 190 x 23 mm,2016,0,broširana,"Učila International, d.o.o."
011604,Susan Mallery - komplet Žepnih knjig,Susan Mallery,19.99,0,125 x 190 x 76 mm,2016,0,broširana,"Učila International, d.o.o."
004058,Graysonova obljuba (trda vezava),Mia Sheridan,32.9,358,0,2016,0,trda,"Učila International, d.o.o."
004093,Na smrt preprosto (trda vezava),Peter James,14.99,400,130 x 195 x 33 mm,2016,0,trda,"Učila International, d.o.o."
013431,Zaljubljeni malopridnež (Žepna knjiga),Sabrina Jeffries,3.99,334,125 x 190 x 24 mm,2016,0,mehka,"Učila International, d.o.o."
004065,Kralji burbona (trda vezava),J. R. Ward,36.9,476,130 x 195 x 38 mm,2016,0,trda,"Učila International, d.o.o."
004032,Profesionalec (trda vezava),Kresley Cole,34.9,390,0,2016,0,trda,"Učila International, d.o.o."
013414,Prvinska ljubezen (Žepna knjiga),Meredith Wild,3.99,286,125 x 190 x 21 mm,2016,0,broširana,"Učila International, d.o.o."
004067,Čakam te (trda vezava),Jennifer L. Armentrout,14.99,380,130 x 195 x 32 mm,2016,0,trda,"Učila International, d.o.o."
004059,Archerjev glas (trda vezava),Mia Sheridan,14.99,368,130 x 195 x 30 mm,0,0,trda,"Učila International, d.o.o."
011603,Tara Sue Me - komplet Žepnih knjig,Tara Sue Me,22.9,0,125 x 190 x 81 mm,2016,0,broširana,"Učila International, d.o.o."
013413,Lord z vražjim srcem (Žepna knjiga),Madeline Hunter,10.9,312,125 x 190 x 23 mm,2016,0,broširana,"Učila International, d.o.o."
004050,Stapljam se s tabo (trda vezava),Jasinda Wilder,32.9,280,130 x 195 x 24 mm,2016,0,trda,"Učila International, d.o.o."
013382,Poletje v Mali obalni pekarni (Žepna knjiga),Jenny Colgan,12.9,376,125 x 190  x 29 mm,2016,0,broširana,"Učila International, d.o.o."
004001,Maestra (trda vezava),L. S. Hilton,32.9,332,130 x 195 x 29,2016,0,trda,"Učila International, d.o.o."
003908,Skrivnostni basist (trda vezava),Kylie Scott,29.9,268,130 x 195 x 24 mm,2016,0,trda,"Učila International, d.o.o."
013390,Njegov vražji sloves (Žepna knjiga),Madeline Hunter,10.9,358,125 x 190 x 27 mm,2016,0,broširana,"Učila International, d.o.o."
003935,Neukročena &scaron;kotska nevesta (trda vezava),Lynsay Sands,14.99,318,130 x 195 x 23 mm,2016,0,trda,"Učila International, d.o.o."
013389,Samov kodeks (Žepna knjiga),Sarah McCarty,3.99,304,125 x 190 x 21 mm,2016,0,broširana,"Učila International, d.o.o."
013378,Božanski pevec (Žepna knjiga),Kylie Scott,10.9,350,125 x 190 x 25 mm,2016,Jure &Scaron;e&scaron;et,broširana,"Učila International, d.o.o."
003962,Kamnita srca (trda vezava),Simon Scarrow,34.9,472,130 x 195 x 39 mm,2016,0,trda,"Učila International, d.o.o."
003952,Princ in jaz (trda vezava),Karen Hawkins,6.0,314,130 x 195 x 28 mm,2016,0,trda,"Učila International, d.o.o."
013396,Triindvajseti potnik (Žepna knjiga),Sebastian Fitzek,10.9,372,125 x 190 x 28 mm,2016,0,broširana,"Učila International, d.o.o."
003963,Žametna obljuba (trda vezava),Jude Deveraux,14.99,0,0,2016,Katja Benevol Gabrijelčič,trda,"Učila International, d.o.o."
003964,Vi&scaron;avski žamet (trda vezava),Jude Deveraux,34.9,372,130 x 195 x 32,2016,0,trda,"Učila International, d.o.o."
013394,Neukročena &scaron;kotska nevesta (Žepna knjiga),Lynsay Sands,10.9,318,125 x 190 x 24 mm,2016,0,broširana,"Učila International, d.o.o."
013386,15. afera (Žepna knjiga),James Patterson,10.9,304,125 x 190 x 23 mm,2016,0,broširana,"Učila International, d.o.o."
013377,Žametna obljuba (Žepna knjiga),Jude Deveraux,12.9,414,125 x 190 x 30 mm,2016,Katja Benevol Gabrijelčič,broširana,"Učila International, d.o.o."
013379,Usoda Violet in Luka (Žepna knjiga),Jessica Sorensen,3.99,296,125 x 190 x 23 mm,2016,Alja Gartner,broširana,"Učila International, d.o.o."
004020,Za zaprtimi vrati (trda vezava),B. A. Paris,29.9,286,0,2016,Martin Jankovič,trda,"Učila International, d.o.o."
013387,Kamnita srca (Žepna knjiga),Simon Scarrow,12.9,472,125 x 190 x 35 mm,2016,0,broširana,"Učila International, d.o.o."
013384,Terapija (Žepna knjiga),Sebastian Fitzek,10.9,266,125 x 190 x 20 mm,2016,0,broširana,"Učila International, d.o.o."
004021,Pogre&scaron;am te (trda vezava),Kate Eberlen,34.9,430,130 x 195 x 35 mm,2016,0,trda,"Učila International, d.o.o."
013398,Za zaprtimi vrati (Žepna knjiga),B. A. Paris,10.9,288,125 x 190 x 21 mm,2016,Martin Jankovič,broširana,"Učila International, d.o.o."
003549,Ultimat (trda vezava),Anders de la Motte,34.9,429,0,2016,Danni Stražar,trda,"Učila International, d.o.o."
003996,15. afera (trda vezava),James Patterson,14.99,304,130 x 195 x 27 mm,2016,0,trda,"Učila International, d.o.o."
004029,Izginula hči (trda vezava),Amy Gentry,29.9,268,130 x 195 x 24 mm,2016,0,trda,"Učila International, d.o.o."
013395,Skrivnostni basist (Žepna knjiga),Kylie Scott,10.9,268,125 x 190 x 20 mm,2016,0,broširana,"Učila International, d.o.o."
013392,"Lahko noč, moj vitez (Žepna knjiga)",Jude Deveraux,12.9,462,125 x 190 x 34 mm,2016,0,broširana,"Učila International, d.o.o."
013404,Maestra (Žepna knjiga),L. S. Hilton,3.99,332,130 x 195 x 29 mm,2016,0,broširana,"Učila International, d.o.o."
003855,Tuckerjeva last (trda vezava),Sarah McCarty,14.99,298,0,2016,Lidija Kreft,trda,"Učila International, d.o.o."
013409,Izginula hči (Žepna knjiga),Amy Gentry,10.9,268,130 x 195 x 24 mm,2016,0,broširana,"Učila International, d.o.o."
003931,Drzni rekrut (trda vezava),Monica McCarty,14.99,412,130 x 195 x 34 mm,2016,0,trda,"Učila International, d.o.o."
003950,Triindvajseti potnik (trda vezava),Sebastian Fitzek,12.99,372,130 x 195 x 32 mm,2016,0,trda,"Učila International, d.o.o."
003881,Prvinska skrivnost (trda vezava),Meredith Wild,6.0,286,130 x 195 x 21 mm,2016,0,trda,"Učila International, d.o.o."
013407,Neizpodbitno (Žepna knjiga),Madeline Sheehan,10.9,264,130 x 195 x 23 mm,2016,0,broširana,"Učila International, d.o.o."
013397,Ultimat (Žepna knjiga),Anders de la Motte,12.9,432,125 x 190 x 31 mm,2016,Danni Stražar,broširana,"Učila International, d.o.o."
013405,Vi&scaron;avski žamet (Žepna knjiga),Jude Deveraux,12.9,372,130 x 195 x 32 mm,2016,0,broširana,"Učila International, d.o.o."
003949,Terapija (trda vezava),Sebastian Fitzek,6.0,266,130 x 190 x 24 mm,2016,0,trda,"Učila International, d.o.o."
003913,Vi&scaron;avska vročica (trda vezava),Mary Wine,6.0,316,130 x 195 x 28 mm,2016,0,trda,"Učila International, d.o.o."
013400,Samo poljubi &scaron;tejejo (Žepna knjiga),Susan Mallery,10.9,314,125 x 190 x 23 mm,2016,Barbara Golubovac Golob,broširana,"Učila International, d.o.o."
003882,Prvinska ljubezen (trda vezava),Meredith Wild,29.9,286,130 x 195 x 25 mm,2016,0,trda,"Učila International, d.o.o."
013406,Pogre&scaron;am te (Žepna knjiga),Kate Eberlen,12.9,430,130 x 195 x 35 mm,2016,0,broširana,"Učila International, d.o.o."
003997,Njegov vražji sloves (trda vezava),Madeline Hunter,6.0,358,130 x 195 x 32 mm,2016,0,trda,"Učila International, d.o.o."
003993,Poletje v Mali obalni pekarni (trda vezava),Jenny Colgan,32.9,376,130 x 195 x 33 mm,2016,0,trda,"Učila International, d.o.o."
013399,Tuckerjeva last (Žepna knjiga),Sarah McCarty,3.99,298,125 x 190 x 22 mm,2016,Lidija Kreft,broširana,"Učila International, d.o.o."
003985,Prvič na začetku (trda vezava),Anna Todd,32.9,318,130 x 195 x 28 mm,2016,0,trda,"Učila International, d.o.o."
013385,Princ in jaz (Žepna knjiga),Karen Hawkins,3.99,314,125 x 190 x 24 mm,2016,0,broširana,"Učila International, d.o.o."
003998,Lord z vražjim srcem (trda vezava),Madeline Hunter,32.9,312,130 x 195 x 27 mm,2016,0,trda,"Učila International, d.o.o."
013380,Prvič na začetku (Žepna knjiga),Anna Todd,3.99,318,125 x 190 x 24 mm,2016,0,broširana,"Učila International, d.o.o."
013388,Prvinska skrivnost (Žepna knjiga),Meredith Wild,3.99,286,125 x 190 x 21 mm,2016,0,broširana,"Učila International, d.o.o."
013376,Cvetje po nevihti (Žepna knjiga),Laura Kinsale,3.99,538,125 x 190 x 40 mm,2016,0,broširana,"Učila International, d.o.o."
004017,Samo poljubi &scaron;tejejo (trda vezava),Susan Mallery,32.9,313,0,2016,Barbara Golubovac Golob,trda,"Učila International, d.o.o."
004023,Neizpodbitno (trda vezava),Madeline Sheehan,29.9,264,130 x 195 x 23 mm,2016,0,trda,"Učila International, d.o.o."
013383,Vi&scaron;avska vročica (Žepna knjiga),Mary Wine,10.9,314,125 x 190 x 24 mm,2016,0,broširana,"Učila International, d.o.o."
003854,Samov kodeks (trda vezava),Sarah McCarty,6.0,304,130 x 195 x 21 mm,2016,0,trda,"Učila International, d.o.o."
003906,Ognjeviti bobnar (trda vezava),Kylie Scott,6.0,318,130 x 195 x 25 mm,2016,Petra Piber,trda,"Učila International, d.o.o."
003817,Dedinja (trda vezava),Simona Ahrnstedt,34.9,0,0,0,0,trda,"Učila International, d.o.o."
013360,Hi&scaron;a na robu noči (Žepna knjiga),Catherine Banner,12.9,442,125 x 190 x 33 mm,2016,0,broširana,"Učila International, d.o.o."
013368,Prvinska predaja (Žepna knjiga),Meredith Wild,3.99,280,125 x 190 x 21 mm,2016,0,broširana,"Učila International, d.o.o."
013347,Hi&scaron;a za punčke (Žepna knjiga),M. J. Arlidge,10.9,0,0,2016,0,broširana,"Učila International, d.o.o."
013341,Prvinska moč (Žepna knjiga),Meredith Wild,3.99,288,125 x 190 x 22 mm,2016,Ma&scaron;a Sitar,broširana,"Učila International, d.o.o."
003941,Odre&scaron;itev Callie in Kaydena (trda vezava),Jessica Sorensen,6.0,0,0,0,0,trda,"Učila International, d.o.o."
003877,Bene&scaron;ki violinist (trda vezava),Alyssa Palombo,32.9,0,0,0,0,trda,"Učila International, d.o.o."
003942,Usoda Violet in Luka (trda vezava),Jessica Sorensen,6.0,0,0,2016,Alja Gartner,trda,"Učila International, d.o.o."
013353,Bene&scaron;ki violinist (Žepna knjiga),Alyssa Palombo,3.99,430,125 x 190 x 31 mm,2016,0,broširana,"Učila International, d.o.o."
003853,Cainov obračun (trda vezava),Sarah McCarty,6.0,0,0,0,0,trda,"Učila International, d.o.o."
013357,Dvojna igra (Žepna knjiga),Anders de la Motte,12.9,464,125 x 190 x 34 mm,2016,0,broširana,"Učila International, d.o.o."
013352,Dedinja (Žepna knjiga),Simona Ahrnstedt,12.9,490,125 x 190 x 36 mm,2016,0,broširana,"Učila International, d.o.o."
003799,Brat (trda vezava),Joakim Zander,14.99,432,130 x 195 x 36 mm,2016,0,trda,"Učila International, d.o.o."
013343,Ognjeviti bobnar (Žepna knjiga),Kylie Scott,10.9,318,125 x 190 x 25 mm,2016,Petra Piber,broširana,"Učila International, d.o.o."
003951,"Princ, ki me je ljubil (trda vezava)",Karen Hawkins,6.0,300,130 x 195 x 26 mm,2016,0,trda,"Učila International, d.o.o."
013350,Vdova (Žepna knjiga),Fiona Barton,3.99,0,0,2016,0,broširana,"Učila International, d.o.o."
003548,Dvojna igra (trda vezava),Anders de la Motte,14.99,464,130 x 195 x 37 mm,2016,0,trda,"Učila International, d.o.o."
013346,"Strasti v hotelu, Soba 102 (Žepna knjiga)",Emma Mars,3.99,0,0,2016,0,broširana,"Učila International, d.o.o."
013367,Nevarna z diamanti (Žepna knjiga),Madeline Hunter,3.99,342,125 x 190 x 26 mm,2016,0,broširana,"Učila International, d.o.o."
003744,Vojvodinja ponoči (trda vezava),Eloisa James,32.9,352,130 x 195 x 30 mm,2016,Katarina Žakelj,trda,"Učila International, d.o.o."
003751,Ljubezen za vsako ceno (trda vezava),Stephanie Laurens,14.99,454,"130 x 195 x 37 mm
130 x 195 x 37 mm",2016,0,trda,"Učila International, d.o.o."
003792,Hi&scaron;a za punčke (trda vezava),M. J. Arlidge,6.0,0,0,2016,0,trda,"Učila International, d.o.o."
003762,Cvetje po nevihti (trda vezava),Laura Kinsale,6.0,0,0,2016,0,trda,"Učila International, d.o.o."
003763,Polnočni princ (trda vezava),Laura Kinsale,6.0,416,130 x 195 x 34 mm,2016,0,trda,"Učila International, d.o.o."
013362,Polnočni princ (Žepna knjiga),Laura Kinsale,3.99,416,125 x 190 x 31 mm,2016,0,broširana,"Učila International, d.o.o."
003789,Hi&scaron;a na robu noči (trda vezava),Catherine Banner,34.9,442,130 x 195 x 37 mm,2016,0,trda,"Učila International, d.o.o."
003930,Vdani svetnik (trda vezava),Monica McCarty,34.9,0,0,2016,0,trda,"Učila International, d.o.o."
003907,Božanski pevec (trda vezava),Kylie Scott,6.0,0,0,2016,Jure &Scaron;e&scaron;et,trda,"Učila International, d.o.o."
003948,Povabilo (trda vezava),Ruth Ware,32.9,358,130 x 195 x 31 mm,2016,0,trda,"Učila International, d.o.o."
013348,Vražja vi&scaron;avska upornica (Žepna knjiga),Mary Wine,10.9,0,0,2016,0,broširana,"Učila International, d.o.o."
003874,Lomilec du&scaron; (trda vezava),Sebastian Fitzek,6.0,268,130 x 195 x 25 mm,2016,Maru&scaron;a Mugerli Lavrenčič,trda,"Učila International, d.o.o."
003815,Prelepa skrivnost (trda vezava),Christina Lauren,14.99,330,130 x 195 x 29 mm,2016,0,trda,"Učila International, d.o.o."
003934,Vi&scaron;avski hudič (trda vezava),Lynsay Sands,29.9,0,0,0,0,trda,"Učila International, d.o.o."
003919,Letalo brez nje (trda vezava),Michel Bussi,14.99,0,0,2016,0,trda,"Učila International, d.o.o."
003911,Vražja vi&scaron;avska upornica (trda vezava),Mary Wine,6.0,0,0,2016,0,trda,"Učila International, d.o.o."
013356,Vi&scaron;avski hudič (Žepna knjiga),Lynsay Sands,3.99,288,125 x 190 x 21 mm,2016,0,broširana,"Učila International, d.o.o."
013337,Ženski večer (Žepna knjiga),Mary Kay Andrews,14.9,0,0,2016,Katja Benevol Gabrijelčič,broširana,"Učila International, d.o.o."
003880,Prvinska predaja (trda vezava),Meredith Wild,6.0,0,0,2016,0,trda,"Učila International, d.o.o."
013342,Lomilec du&scaron; (Žepna knjiga),Sebastian Fitzek,10.9,268,125 x 190 x 20 mm,2016,Maru&scaron;a Mugerli Lavrenčič,broširana,"Učila International, d.o.o."
013349,Letalo brez nje (Žepna knjiga),Michel Bussi,12.9,0,0,2016,0,broširana,"Učila International, d.o.o."
003758,Nevarna z diamanti (trda vezava),Madeline Hunter,6.0,0,0,2016,0,trda,"Učila International, d.o.o."
013371,Ljubezen za vsako ceno (Žepna knjiga),Stephanie Laurens,12.9,454,125 x 190 x 34 mm,2016,0,broširana,"Učila International, d.o.o."
003875,Vdova (trda vezava),Fiona Barton,14.99,0,0,2016,0,trda,"Učila International, d.o.o."
003879,Prvinska moč (trda vezava),Meredith Wild,6.0,288,130 x 195 x 25 mm,2016,Ma&scaron;a Sitar,trda,"Učila International, d.o.o."
013366,Vdani svetnik (Žepna knjiga),Monica McCarty,12.9,424,125 x 190 x 31 mm,2016,0,broširana,"Učila International, d.o.o."
013354,Cainov obračun (Žepna knjiga),Sarah McCarty,3.99,424,125 x 190 x 31 mm,2016,0,broširana,"Učila International, d.o.o."
013372,Povabilo (Žepna knjiga),Ruth Ware,12.9,358,125 x 190 x 27 mm,2016,0,broširana,"Učila International, d.o.o."
003932,Sisi: Samosvoja cesarica (trda vezava),Allison Pataki,14.99,448,130 x 195 x 35 mm,2016,Samo Ku&scaron;čer,trda,"Učila International, d.o.o."
013355,Odre&scaron;itev Callie in Kaydena (Žepna knjiga),Jessica Sorensen,3.99,304,125 x 190 x 22 mm,2016,0,broširana,"Učila International, d.o.o."
003900,Vijoličasti trak ljubezni (trda vezava),Heather Burch,14.99,318,0,2016,Mojca Svetičič,trda,"Učila International, d.o.o."
003910,Kako osvojiti Vi&scaron;avca (trda vezava),Mary Wine,6.0,316,0,2016,Barbara Golubovac,trda,"Učila International, d.o.o."
013314,Jaz sem smrt (Žepna knjiga),Chris Carter,12.9,388,125 x 190 x 30 mm,2016,Maja Lihtenvalner,broširana,"Učila International, d.o.o."
013310,Srečno do konca dni (Žepna knjiga),Julia Quinn,3.99,284,125 x 190 x 22 mm,2016,Mojca Svetičič,broširana,"Učila International, d.o.o."
003707,Ženski večer (trda vezava),Mary Kay Andrews,36.9,544,130 x 195 x 43 mm,2016,Katja Benevol Gabrijelčič,trda,"Učila International, d.o.o."
003814,Prelepi ženskar (trda vezava),0,32.9,0,0,0,0,0,0
013316,Prvinska napetost (Žepna knjiga),Meredith Wild,3.99,282,125 x 190 x 22 mm,2016,Živa Bogataj,broširana,"Učila International, d.o.o."
003794,Točka re&scaron;itve (trda vezava),Sophie Hannah,14.99,440,130 x 195 x 36 mmv,2016,Neža Vovk,trda,"Učila International, d.o.o."
003725,Prvič resnično srečna (trda vezava),Anna Todd,34.9,468,0,2016,Suzana Pečnik,trda,"Učila International, d.o.o."
013315,Korenine oljčnega drevesa (Žepna knjiga),Courtney Miller Santo,3.99,304,125 x 190 x 24 mm,2016,Maja Prevolnik,broširana,"Učila International, d.o.o."
003929,Nepremagljivi gad (trda vezava),Monica McCarty,14.99,384,130 x 195 x 31 mm,2016,Marko Bogataj,trda,"Učila International, d.o.o."
003791,Temno srce (trda vezava),M. J. Arlidge,6.0,368,130 x 195 x 30 mm,2016,Manica Ba&scaron;a,trda,"Učila International, d.o.o."
003878,Prvinska napetost (trda vezava),Meredith Wild,6.0,282,130 x 195 x 26 mm,2016,Živa Bogataj,trda,"Učila International, d.o.o."
003818,Cestni razbojnik (trda vezava),Kerrigan Byrne,12.99,352,130 x 195 x 28 mm,2016,Katja Jeraj Valentinčič,trda,"Učila International, d.o.o."
013320,Cestni razbojnik (Žepna knjiga),Kerrigan Byrne,3.99,352,125 x 190 x 26 mm,2016,Katja Jeraj Valentinčič,broširana,"Učila International, d.o.o."
013331,Vijoličasti trak ljubezni (Žepna knjiga),Heather Burch,3.99,318,0,2016,Mojca Svetičič,broširana,"Učila International, d.o.o."
003905,Strastni kitarist (trda vezava),Kylie Scott,14.99,296,130 x 195 x 25 mm,2016,Marko Bogataj,trda,"Učila International, d.o.o."
013334,Prelepi ženskar (Žepna knjiga),Christina Lauren,12.9,352,0,2016,Petra Brecelj,broširana,"Učila International, d.o.o."
013330,Poglej me v srce (Žepna knjiga),Nicholas Sparks,14.9,496,0,2016,Ida Sternad,broširana,"Učila International, d.o.o."
013321,Usodno srečanje (Žepna knjiga),Jessica Sorensen,10.9,300,125 x 190 x 23 mm,2016,Maja Dolinar Bergant,broširana,"Učila International, d.o.o."
013327,Pobesnela igra (Žepna knjiga),Sebastian Fitzek,12.9,410,125 x 190 x 31 mm,2016,Petra Anžlovar,broširana,"Učila International, d.o.o."
013336,Nikoli nismo prosili za krila (Žepna knjiga),Vanessa Diffenbaugh,10.9,0,0,2016,Primož Trobev&scaron;ek,broširana,"Učila International, d.o.o."
003898,&Scaron;kotska poroka (trda vezava),Tessa Dare,32.9,300,130 x 195 x 25 mm,2016,Ma&scaron;a Sitar,trda,"Učila International, d.o.o."
003909,Nikoli nismo prosili za krila (trda vezava),Vanessa Diffenbaugh,12.99,349,130 x 195 x 29 mm,2016,Primož Trobev&scaron;ek,trda,"Učila International, d.o.o."
013325,Gospodar življenja (Žepna knjiga),Maya Banks,10.9,256,125 x 190 x 20 mm,2016,Jasna Anderlič,broširana,"Učila International, d.o.o."
013323,Usodne sanje (Žepna knjiga),Kristin Harmel,3.99,360,125 x 190 x 28 mm,2016,Alja Gartner,broširana,"Učila International, d.o.o."
013313,Najlep&scaron;e božično darilo (Žepna knjiga),Grace Burrowes,3.99,346,125 x 190 x 27 mm,2016,Lidija Kreft,broširana,"Učila International, d.o.o."
003923,Poglej me v srce (trda vezava),Nicholas Sparks,14.99,496,0,2016,Ida Sternad,trda,"Učila International, d.o.o."
013328,Prvič resnično srečna (Žepna knjiga),Anna Todd,14.9,468,0,2016,Suzana Pečnik,broširana,"Učila International, d.o.o."
013332,Kako osvojiti Vi&scaron;avca (Žepna knjiga),Mary Wine,10.9,316,0,2016,Barbara Golubovac,broširana,"Učila International, d.o.o."
003801,Jaz sem smrt (trda vezava),Chris Carter,14.99,388,130 x 195 x 33 mm,2016,Maja Lihtenvalner,trda,"Učila International, d.o.o."
003928,Pozabljeno pismo (trda vezava),Kathryn Hughes,14.99,309,130 x 195 x 27 mm,2016,Samo Ku&scaron;čer,trda,"Učila International, d.o.o."
013339,Pozabljeno pismo (Žepna knjiga),Kathryn Hughes,3.99,0,0,2016,Samo Ku&scaron;čer,broširana,"Učila International, d.o.o."
003829,Najlep&scaron;e božično darilo (trda vezava),Grace Burrowes,34.9,346,130 x 195 x 29 mm,2016,Lidija Kreft,trda,"Učila International, d.o.o."
013329,Resnica o ljubezni (Žepna knjiga),Stephanie Laurens,12.9,462,0,2016,Katja Mikelj,broširana,"Učila International, d.o.o."
